gDekeRatEffectCpu	Misc		Deke Rat Effect CPU	f	s	0	1	0.01	x	Magnitude of the deke 'rat' animation effect for CPU-controlled players.
gDekeRatEffect	Misc		Deke Rat Effect	f	s	0	1	0.01	x	Magnitude of the deke 'rat' animation effect for human players.
gMaxDekeRatingForLPD	Misc		Max Deke Rating For LPD	f	s	0	1	0.01		Maximum normalized deke rating at which the LPD deke system is still applied.
gMaxJumpOverSpeedPerc	Misc		Max Jump Over Speed %	f	s	0	100	1	%	Maximum player speed percentage at which a jump-over move is permitted.
gMaxSpeedPerc	Misc		Max Speed %	f	s	0	100	1	%	Upper percentage cap on a skater's maximum speed for a specific movement system.
gMinSpeedPerc	Misc		Min Speed %	f	s	0	100	1	%	Lower percentage cap on a skater's speed for a specific movement system.
gMaxLPDImpulsePerc	Misc		Max LPD Impulse %	f	s	0	100	1	%	Maximum impulse percentage applied during a leg-power deke move.
gMinLPDImpulsePerc	Misc		Min LPD Impulse %	f	s	0	100	1	%	Minimum impulse percentage applied at the start of a leg-power deke move.
gDroppedStickPickupSlowDown	LPD	ToeDrag	Dropped Stick Pickup Slowdown	f	t				x	Speed reduction fraction applied to the player while picking up a dropped stick.
gRotateRate	LPD	ToeDrag	Toe Drag Rotate Rate	f	t				x	Rate at which the player rotates during a toe-drag deke as a fraction of original velocity.
gStickLiftSlowDownRatio	Offplay	Slowdown	Stick Lift Slowdown Ratio	f	t				x	Speed multiplier applied to a player being slowed down by a stick-lift action.
gStickLiftTopSpeed	Offplay	Slowdown	Stick Lift Top Speed	f	t				MPH	Maximum skating speed a player can reach while performing a stick-lift animation.
gInteractionCheckContactSlowDownModifier	Checking	IntentToHit	Interaction Check Contact Slowdown Modifier	f	t				x	Speed reduction multiplier applied at the moment of checking contact.
gInteractionCheckSlowDownModifier	Checking	IntentToHit	Interaction Check Slowdown Modifier	f	t				x	General speed reduction multiplier applied during the checking interaction window.
gInteractionCheckFramesToTrackTarget	Checking	IntentToHit	Interaction Check Frames to Track Target	i	t				frames	Frames the engine continues tracking the check target after contact is made.
gSlowFallenGuysThisMuchPerTick	Checking	IntentToHit	Fallen Player Slowdown Per Tick	f	t				x	Speed reduction applied to a downed player each tick while they are on the ice.
gInteractionCheckForceForSlowdown	Checking	IntentToHit	Interaction Check Force for Slowdown	f	t					Minimum contact force required to trigger the post-check slowdown effect.
gCheckPreContactInteractionMotionCollisionRadius	Checking	Interaction	Pre-Contact Interaction Collision Radius	f	t				ft	Collision sphere radius used for motion detection during pre-contact check interactions.
gCheckPreContactMotionCollisionRadius	Checking	Interaction	Pre-Contact Motion Collision Radius	f	t				ft	Collision radius tested for player motion in the pre-contact phase of a check.
gPreContactMotionInteractionFramesBeforeContact	Checking	IntentToHit/ResultCalc	Pre-Contact Interaction Frames Before Contact	i	t				frames	Number of frames before contact where pre-contact motion interaction is active.
gPreContactMotionMaxCheckSpeed	Checking	IntentToHit/ResultCalc	Pre-Contact Max Check Speed	f	t				MPH	Maximum skater speed allowed during the pre-contact motion phase of a check.
gPreContactMotionMinCheckSpeed	Checking	IntentToHit/ResultCalc	Pre-Contact Min Check Speed	f	t				MPH	Minimum skater speed required to sustain pre-contact motion during a check.
gMaxHipCheckAngleAdjust	Checking	IntentToHit/ResultCalc	Max Hip Check Angle Adjustment	f	t				deg	Maximum angle the hip check trajectory is adjusted toward the target on contact.
gMaxHipCheckSpeedBoost	Checking	IntentToHit/ResultCalc	Max Hip Check Speed Boost	f	t				MPH	Maximum additional speed granted to the checker during a hip check animation.
gPreContactMotionMaxAngleAdjust	Checking	IntentToHit/ResultCalc	Pre-Contact Max Angle Adjustment	f	t				deg	Maximum angle correction applied to checker direction during pre-contact seeking.
gPreContactMotionMaxSpeedNedDelta	Checking	IntentToHit/ResultCalc	Pre-Contact Max Speed Negative Delta	f	t				MPH	Maximum speed decrease per tick allowed during pre-contact motion deceleration.
gPreContactMotionMaxSpeedPosDelta	Checking	IntentToHit/ResultCalc	Pre-Contact Max Speed Positive Delta	f	t				MPH	Maximum speed increase per tick allowed during pre-contact motion acceleration.
gPreContactMotionSlowDownModifier	Checking	IntentToHit/ResultCalc	Pre-Contact Slow-Down Multiplier	f	t				x	Multiplier applied to slow down the checker during the pre-contact deceleration window.
gPreContactMotionMinIntensity	Checking	IntentToHit/ResultCalc	Pre-Contact Min Intensity	f	s	0	1	0.01		Lower bound of the pre-contact motion intensity blend applied to the checker.
gPreContactMotionMaxIntensity	Checking	IntentToHit/ResultCalc	Pre-Contact Max Intensity	f	s	0	1	0.01		Upper bound of the pre-contact motion intensity blend applied to the checker.
gPokeLungeFacingIncrementRatioCPU	Misc		Poke Lunge Facing Increment Ratio CPU	f	t				x	CPU-specific turn rate ratio applied when lunging during a poke check.
gPokeLungeFacingIncrementRatio	Misc		Poke Lunge Facing Increment Ratio	f	t				x	Turn rate ratio applied when a player lunges during a poke check.
gPokeTopSpeed	Misc		Poke Top Speed	f	t				ft	Maximum stick-tip speed reached at the end of a poke-check extension.
gPokeFacingIncrementRatio	Misc		Poke Facing Increment Ratio	f	t				x	Rate at which a player turns to face the target during a poke check.
gPokeForwardAccel	Misc		Poke Forward Acceleration	f	t				ft	Forward acceleration applied to the player when executing a poke check.
gPokeLateralAccel	Misc		Poke Lateral Acceleration	f	t				ft	Lateral acceleration applied to a player during a poke-check motion.
gIceToBenchSidestepFrames	PokeCheck		Ice to Bench Sidestep Frames	f	t				frames	Number of frames for the sidestep movement phase of an ice-to-bench line change.
gIceToBenchTurnFrames	PokeCheck		Ice to Bench Turn Frames	f	t				frames	Number of frames for the turning phase when a player skates toward the bench.
gIceToBenchFaceFrames	PokeCheck		Ice to Bench Face Frames	f	t				frames	Number of frames allotted for the player to face the bench during an ice-to-bench change.
gBenchMaxVel	PokeCheck		Bench Max Velocity	f	t				MPH	Maximum movement speed allowed for a player while transitioning to or from the bench.
gBenchShiftFacingAdjustAngleRate	PokeCheck		Bench Shift Facing Adjust Angle Rate	f	t				deg	Rate at which a player's facing direction is adjusted during a bench-shift animation.
gEnableOnlyAccelInAccelAnims	PokeCheck		Enable Only Accel in Accel Anims	b	c					Restricts movement to acceleration only while acceleration animation clips are playing.
gReqFramesInAccelAnimBeforeSkate	PokeCheck		Required Frames in Accel Anim Before Skate	f	t				frames	Frames that must elapse in an acceleration animation before free skating resumes.
gSlowSpeedMaxSpeedMultiplier	Animation	Skating/Motion/Accel	Slow Speed Max Speed Multiplier	f	t				x	Multiplier cap on maximum speed while the slow-speed motion system is active.
gSlowSpeedLateralAccel	Animation	Skating/Motion/Accel	Slow Speed Lateral Acceleration	f	t					Lateral Acceleration rate applied when a skater is in slow-speed motion.
gSlowSpeedForwardAccel	Animation	Skating/Motion/Accel	Slow Speed Forward Acceleration	f	t					Forward Acceleration rate applied when a skater is in slow-speed motion.
gMaxOversteerDegrees	Animation	Skating/Motion/Accel	Max Oversteer Angle	f	t				deg	Maximum oversteer correction angle applied during acceleration turns.
gMinOversteerDegrees	Animation	Skating/Motion/Accel	Min Oversteer Angle	f	t				deg	Minimum oversteer correction angle applied during acceleration turns.
gAngleDiffDegreesForMaxOversteer	Animation	Skating/Motion/Accel	Angle Diff for Max Oversteer	f	t				deg	Skate-direction error angle at which maximum oversteer correction kicks in.
gAngleDiffDegreesForMinOversteer	Animation	Skating/Motion/Accel	Angle Diff for Min Oversteer	f	t				deg	Skate-direction error angle at which minimum oversteer correction begins.
gMaxDeltaAngle	Skating	Oversteer	Oversteer Max Delta Angle	f	t				deg	Maximum angle difference allowed before oversteer correction is applied.
gMinMaxDeltaAngle	Skating	Oversteer	Oversteer Min-Max Delta Angle	f	t				deg	Minimum value of the max delta angle range for oversteer clamping.
gStuckInHustleLatAccelControl	Skating	Oversteer	Stuck in Hustle Lateral Acceleration Control	f	t					Lateral acceleration control applied when a player is stuck in hustle state.
gStuckInHustleToleranceAngle	Skating	Oversteer	Stuck in Hustle Tolerance Angle	f	t				deg	Angle tolerance before a hustling player is considered stuck and oversteer corrected.
gGlideFriction	Checking	GetUps	Glide Friction	f	t					Ice friction applied while a player glides without active skating input.
gMaxTurningFriction	Checking	GetUps	Max Turning Friction	f	t					Upper friction limit applied when a player turns hard on the ice.
gMinTurningFriction	Checking	GetUps	Min Turning Friction	f	t					Lower friction limit applied when a player turns hard on the ice.
gLatAccelMaxFriction	Checking	GetUps	Lateral Acceleration Max Friction	f	t					Maximum friction coefficient during lateral acceleration (get-up physics).
gLatAccelMinFriction	Checking	GetUps	Lateral Acceleration Min Friction	f	t					Minimum friction coefficient during lateral acceleration (get-up physics).
gTheoreticalAssumedSpeed	Checking	GetUps	Theoretical Assumed Speed	f	t				x	Reference speed used in get-up physics calculations to scale player motion.
gTheoreticalLateralAccelControlMin	Checking	GetUps	Theoretical Lateral Acceleration Control Min	f	t					Lower bound on lateral acceleration control scalar used in get-up modeling.
gTheoreticalForwardAccelControlMin	Checking	GetUps	Theoretical Forward Acceleration Control Min	f	t					Lower bound on forward acceleration control scalar used in get-up modeling.
gTheoreticalMaxSpeedMultiplierMin	Checking	GetUps	Theoretical Max Speed Multiplier Min	f	t				x	Lower bound of the speed multiplier range used in theoretical get-up physics.
gTheoreticalLateralAccelControlMax	Checking	GetUps	Theoretical Lateral Acceleration Control Max	f	t					Upper bound on lateral acceleration control scalar used in get-up modeling.
gTheoreticalForwardAccelControlMax	Checking	GetUps	Theoretical Forward Acceleration Control Max	f	t					Upper bound on forward acceleration control scalar used in get-up modeling.
gTheoreticalMaxSpeedMultiplierMax	Checking	GetUps	Theoretical Max Speed Multiplier Max	f	t				x	Upper bound of the speed multiplier range used in theoretical get-up physics.
gTiredPlaybackRate	Analysis	Skating/PureModel	Tired Animation Playback Rate	f	t				x	Animation playback rate multiplier applied to skating animations when a player is fatigued.
gSlapShotWindupRate	Skating	TimeScale	Slap Shot Windup Rate	f	t					Animation playback rate for the slap shot windup phase.
gAttribForFastShotRelease	Skating	TimeScale	Attribute for Fast Shot Release	f	t					Player attribute value corresponding to the fastest shot release speed.
gAttribForSlowShotRelease	Skating	TimeScale	Attribute for Slow Shot Release	f	t					Player attribute value corresponding to the slowest shot release speed.
gMaxShotReleaseRate	Skating	TimeScale	Max Shot Release Rate	f	t					Maximum shot release animation rate any player can achieve.
gMinShotReleaseRate	Skating	TimeScale	Min Shot Release Rate	f	t					Minimum shot release animation rate any player can have.
gGlobalShotRateScale	Skating	TimeScale	Global Shot Release Rate Scale	f	t				x	Global multiplier applied to all players' shot release rate.
gProtectPuckWithVisionControlFriction	Skating	TimeScale	Protect Puck Vision Control Friction	f	t					Friction applied when protecting the puck using vision control input.
gOffplayTransitionLatAccelControl	Skating	TimeScale	Offplay Transition Lateral Acceleration Control	f	t					Lateral acceleration control authority during the offplay transition phase.
gOffplayTransitionFwdAccelControl	Skating	TimeScale	Offplay Transition Forward Acceleration Control	f	t					Forward acceleration control authority during the offplay transition phase.
gTripFallFrictionSwitchFrame	Shooting	ReleaseScale	Trip Fall Friction Switch Frame	i	t				frames	Animation frame at which trip fall friction transitions from early to late value.
gTripFallFrictionLate	Shooting	ReleaseScale	Trip Fall Friction Late	f	t					Ice friction coefficient applied during the late phase of a tripping fall.
gTripFallFrictionEarly	Shooting	ReleaseScale	Trip Fall Friction Early	f	t					Ice friction coefficient applied during the early phase of a tripping fall.
gDiveFriction	Checking	Trip	Dive Friction	f	t				x	Ice friction coefficient applied to a player while they are sliding after a dive check.
gDekeOnKneesFriction	Dive		Deke On Knees Friction	f	t					Ice friction coefficient applied when a player performs a deke while on their knees.
gPivotForwardAccel_F2B	Deking	OnKnees	Pivot Forward Acceleration (Front to Back)	f	t					Forward acceleration applied during a forward-to-backward pivot transition on-knees deke.
gPivotLateralAccel_F2B	Deking	OnKnees	Pivot Lateral Acceleration (Front to Back)	f	t					Lateral acceleration applied during a forward-to-backward pivot on-knees deke.
gPivotForwardAccel_B2F_DaC	Deking	OnKnees	Pivot Forward Acceleration B2F (Dangle & Cut)	f	t					Forward acceleration for the dangle-and-cut variant of a backward-to-forward pivot deke.
gPivotForwardAccel_B2F	Deking	OnKnees	Pivot Forward Acceleration (Back to Front)	f	t					Forward acceleration applied during a backward-to-forward pivot transition on-knees deke.
gPivotLateralAccel_B2F	Deking	OnKnees	Pivot Lateral Acceleration (Back to Front)	f	t					Lateral acceleration applied during a backward-to-forward pivot on-knees deke.
gPivotFrictionPuckCarrier_F2B	Deking	OnKnees	Pivot Friction Puck Carrier (Front to Back)	f	t					Friction coefficient for a puck-carrying player during a forward-to-backward pivot deke.
gPivotFriction_F2B	Deking	OnKnees	Pivot Friction (Front to Back)	f	t					Friction coefficient applied during a forward-to-backward on-knees pivot animation.
gPivotFrictionPuckCarrier_B2F	Deking	OnKnees	Pivot Friction Puck Carrier (Back to Front)	f	t					Friction coefficient for a puck-carrying player during a backward-to-forward pivot deke.
gPivotFriction_B2F_DaC	Deking	OnKnees	Pivot Friction B2F (Dangle & Cut)	f	t					Friction for the dangle-and-cut variant of a backward-to-forward on-knees pivot deke.
gPivotFriction_B2F	Deking	OnKnees	Pivot Friction (Back to Front)	f	t					Friction coefficient applied during a backward-to-forward on-knees pivot animation.
gTicksForBoardplayAssistance	Deking	OnKnees	Boardplay Assistance Duration	i	t				ticks	Duration in ticks that AI-assisted boardplay physics remains active after engagement.
gBoardplayFrictionPinner	Deking	OnKnees	Boardplay Friction (Pinner)	f	t					Ice friction coefficient applied to the player initiating a board pin battle.
gBoardplayFrictionPinnee	Deking	OnKnees	Boardplay Friction (Pinnee)	f	t					Ice friction coefficient applied to the player being pinned during a board battle.
gBoardplayFrictionPinnerIntro	Deking	OnKnees	Boardplay Friction Pinner Intro	f	t					Friction applied to the pinner during the intro phase of a board battle animation.
gBoardplayFrictionPinneeIntro	Deking	OnKnees	Boardplay Friction Pinnee Intro	f	t					Friction applied to the pinnee during the intro phase of a board battle animation.
gUCCForwardAccel	Deking	OnKnees	UCC Forward Acceleration	f	t					Forward acceleration applied during under-cut-crossover (UCC) on-knees deke moves.
gUCCLateralAccel	Deking	OnKnees	UCC Lateral Acceleration	f	t					Lateral acceleration applied during under-cut-crossover (UCC) on-knees deke moves.
gUCCFriction	Deking	OnKnees	UCC Friction	f	t					Friction coefficient applied to the player during an under-cut-crossover on-knees deke.
gFakeShotForwardAccel	Skating	Desperation	Fake Shot Forward Acceleration	f	t					Forward acceleration impulse applied to a skater when performing a fake shot deke.
gFakeShotLateralAccel	Skating	Desperation	Fake Shot Lateral Acceleration	f	t					Lateral acceleration impulse applied to a skater when performing a fake shot deke.
gFakeShotFriction	Skating	Desperation	Fake Shot Friction	f	t					Friction applied to the skater during a fake-shot animation to control momentum.
gBoardPinchFriction	Skating	Desperation	Board Pinch Friction	f	t					Friction coefficient applied when a skater is pinched against the boards.
gNetBattleDestRadius	Deking	Push Puck	Net Battle Destination Radius	f	t				ft	Radius around the net-battle destination target used for arrival detection.
gMaxNetBattleFrictionDistance	Deking	Push Puck	Net Battle Max Friction Distance	f	t				ft	Maximum distance from the net within which net-battle friction physics are applied.
gNetBattleFrictionOpponentSpin	Deking	Push Puck	Net Battle Friction Opponent Spin	f	t					Friction applied to the opponent when the puck carrier performs a spin move at the net.
gNetBattleFrictionMaster	Deking	Push Puck	Net Battle Friction Master	f	t				x	Master friction multiplier scaling all net-battle physics friction values.
gNetBattleFrictionSlave	Deking	Push Puck	Net Battle Friction (Slave)	f	t					Friction applied to a player who is the secondary combatant in a net-front battle.
gHitAssistWeightToeDrag	Deking	Push Puck	Hit Assist Weight (Toe Drag)	f	t				x	Hit-assist steering weight applied during toe-drag deke push interactions.
gHitAssistWeightSpin	Deking	Push Puck	Hit Assist Weight (Spin Deke)	f	t				x	Hit-assist steering weight applied during spin deke push interactions.
gHitAssistWeightLPD	Deking	Push Puck	Hit Assist Weight (Loose Puck Deke)	f	t				x	Hit-assist steering weight applied during loose-puck deke push interactions.
gEnableHitAssistWeight	Deking	Push Puck	Enable Hit Assist Weight	b	c					Enables weighting of hit-assist steering during deke/push-puck interactions.
gEnableHitAssistWeightDebugInfo	Deking	Push Puck	Enable Hit Assist Weight Debug Info	b	c					Enables debug output for the hit-assist weight system during push-puck interactions.
gCheckingLatAccel	Deking	Push Puck	Checking Lateral Acceleration	f	t					Lateral acceleration applied to the player during a checking (hit) engagement move.
gCheckingFwdAccel	Deking	Push Puck	Checking Forward Acceleration	f	t					Forward acceleration applied to the player during a checking (hit) engagement move.
gAllowSpeedBoostWhileHitting	Deking	Push Puck	Allow Speed Boost While Hitting	b	c					Enables a temporary speed boost for players while in the process of delivering a hit.
gOfferStickFriction	Deking	Push Puck	Offer Stick Friction	f	t					Friction scalar when a player extends their stick to offer a pass or puck retrieval.
gAllowOverloadsOnUCWindups	Skating	Skate Model	Allow Overloads on UC Windups	b	c					Allows skating overload states during uncontrolled (UC) shot windup phases.
gLateralSlapUCWindupAccelerationMultiplier	Skating	Skate Model	Lateral Slap UC Windup Acceleration Multiplier	f	t				x	Multiplier on lateral acceleration during a slap shot uncontrolled windup.
gForwardAccelControlUCWindup	Skating	Skate Model	Forward Acceleration Control UC Windup	f	t					Forward acceleration control authority during an uncontrolled shot windup.
gMinUCWindupLateralControl	Skating	Skate Model	Min UC Windup Lateral Control	f	t					Minimum lateral control authority retained during an uncontrolled windup.
gAllowSpeedBoostInProtect	OneTimer		Allow Speed Boost in Protect	b	c					Enables an AI speed boost when a player is in puck-protect mode.
gHipCheckFrictionEnd	Skating	ProtectPuck	Hip Check Friction End	f	t					Ice friction coefficient at the end phase of a hip check motion.
gHipCheckLatControlEnd	Skating	ProtectPuck	Hip Check Lateral Control End	f	t					Lateral movement control authority at the end of a hip check.
gHipCheckFwdControlEnd	Skating	ProtectPuck	Hip Check Forward Control End	f	t					Forward movement control authority at the end of a hip check.
gHipCheckFriction	Skating	ProtectPuck	Hip Check Friction	f	t					Ice friction coefficient applied to a player executing a hip check.
gHipCheckLatControl	Skating	ProtectPuck	Hip Check Lateral Control	f	t					Lateral movement control authority during the hip check animation.
gHipCheckFwdControl	Skating	ProtectPuck	Hip Check Forward Control	f	t					Forward movement control authority during the hip check animation.
gMinLateralControl	PokeCheck		Min Lateral Control	f	t				x	Minimum lateral directional control fraction available to a skater at high speed.
gMaxDekeFriction	PokeCheck		Max Deke Friction	f	t				x	Maximum friction multiplier applied to a player while performing a deke animation.
gTicksInDekeForMaxFriction	PokeCheck		Ticks in Deke for Max Friction	f	t				ticks	Number of ticks into a deke after which maximum friction is reached.
gTicksInDekeAtLowFrictionval	PokeCheck		Ticks in Deke at Low Friction Value	f	t				ticks	Number of deke ticks during which the low (minimum) friction value is applied.
gSpeedForMaxLateralControl	PokeCheck		Speed for Max Lateral Control	f	t				MPH	Speed at or below which a skater has maximum lateral directional control.
gSpeedForMinLateralControl	PokeCheck		Speed for Min Lateral Control	f	t				MPH	Speed at which lateral control reaches its minimum value during deke momentum.
gMinSpeedForDekesToTurn	Skating	SkateModel	Min Speed for Dekes to Turn	f	t					Minimum skating speed required for dekes to affect player turning.
gInteractionFriction	Skating	SkateModel	Interaction Friction	f	t					Friction coefficient applied during player-to-player body interactions.
gMaxSpeedToOverrideFacingWhenNoEffort	Skating	Animation/Interaction	Max Speed to Override Facing (No Effort)	f	t				MPH	Speed threshold below which a skater's facing direction can be overridden when no effort is applied.
gEffortToAccel	Skating	Animation/Interaction	Effort to Acceleration	f	t				x	Conversion factor from skater effort input to actual acceleration applied.
gAlternateSkateCycles	Skating	Animation/Interaction	Alternate Skate Cycles	f	t					Controls how often the skate-cycle animation alternates between left and right strides.
gNumBufferFrames	Skating	Animation/Interaction	Input Buffer Frames	i	t				frames	Number of frames of input buffered for animation interaction transitions.
gSpeedConsideredHighSpeedMaintain	Checking	Spinaways	High Speed Maintain Threshold	f	t				MPH	Hysteresis threshold: speed must drop below this to leave the high-speed state.
gSpeedConsideredHighSpeed	Checking	Spinaways	High Speed Threshold	f	t				MPH	Speed above which a player is considered to be skating at high speed for spinaway logic.
gSpeedConsideredSlowSpeedMaintain	Checking	Spinaways	Slow Speed Maintain Threshold	f	t				MPH	Hysteresis threshold: speed must exceed this to exit the slow-speed skating state.
